WPRDC_ID,HomeZipCode,Destination,Other,MilesOneWay,CommuteDays,PrimaryMode,PrimaryModePercentCommute,PrimaryModeNumberTrips,SecondaryMode,SecondaryModePercentCommute,SecondaryModeNumberTrips,TertiaryMode,TertiaryModePercentCommute,TertiaryModeNumberTrips
17350,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17454,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17848,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,4,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
17986,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
18131,15146,Other (please specify),Shadyside,,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
18305,15146,Oakland,,10.27055842,6,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,12,I only commute by one method,0,0,I do not use a third transportation method,0,0
18671,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",60,6,Bus,40,4,I do not use a third transportation method,0,0
18763,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",80,8,Telecommute,20,2,I do not use a third transportation method,0,0
18844,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",75,6,Telecommute,25,2,I do not use a third transportation method,0,0
18982,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
18995,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19013,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19367,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,4,Bus,100,8,Absent,0,0,I do not use a third transportation method,0,0
19373,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",60,6,Telecommute,40,4,I do not use a third transportation method,0,0
19411,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,60,6,Telecommute,40,4,I do not use a third transportation method,0,0
19435,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",60,6,Telecommute,40,4,I do not use a third transportation method,0,0
19448,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Telecommute / telework (from home),60,6,Drive Alone,40,4,I do not use a third transportation method,0,0
19526,15146,Uptown / Bluff,,12.83092676,5,Bus,60,6,Drive Alone,20,2,Telecommute,20,2
19561,15146,Uptown / Bluff,,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19584,15146,Uptown / Bluff,,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19910,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
20004,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,60,6,Telecommute,40,4,I do not use a third transportation method,0,0
20320,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",60,6,Bus,40,4,I do not use a third transportation method,0,0
20325,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,4,Bus,75,6,Drive Alone,25,2,I do not use a third transportation method,0,0
20339,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
20340,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",80,8,Telecommute,20,2,I do not use a third transportation method,0,0
20497,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
20636,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,4,Bus,75,6,Drive Alone,25,2,I do not use a third transportation method,0,0
20699,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
20704,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
52,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
92,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,5,Bus,100,10,I only commute by one method,,0,,0,0
374,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
402,15147,Other (please specify),Penn Hills,,4,Bus,100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
594,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
694,15147,Other (please specify),Westmoreland,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
931,15147,Other (please specify),East Liberty,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
970,15147,Uptown / Bluff,,9.938704572,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1089,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,3,Bus,86,5,Dropped Off,14,1,I do not use a third transportation method,0,0
1218,15147,Other (please specify),Fox Chapel ,,5,Other,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1267,15147,Other (please specify),Chateau,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1529,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1551,15147,Oakland,,7.48745972,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1571,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,4,Bus,80,6.4,Telecommute,20,1.6,I do not use a third transportation method,0,0
1626,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",50,5,Dropped Off,50,5,I do not use a third transportation method,0,0
1816,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1864,15147,Oakland,,7.48745972,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2165,15147,Other (please specify),Moon,,3,Dropped off / Picked up,100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
2692,15147,Oakland,,7.48745972,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2847,15147,Oakland,,7.48745972,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,,0,0
3192,15147,Other (please specify),North Side,,7,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,14,I only commute by one method,0,0,I do not use a third transportation method,0,0
3253,15147,Other (please specify),Penn Hills,,7,Walk,100,14,I only commute by one method,0,0,I do not use a third transportation method,0,0
3565,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,5,Dropped off / Picked up,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
3595,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
3838,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
3907,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,5,Bus,50,5,Drive Alone,50,5,I do not use a third transportation method,0,0
4001,15147,Oakland,,7.48745972,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
4139,15147,Oakland,,7.48745972,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
4652,15147,Oakland,,7.48745972,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
4673,15147,Oakland,,7.48745972,2,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",50,2,Dropped Off,50,2,I do not use a third transportation method,0,0
4804,15147,Other (please specify),Penn Hills,,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
4909,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
4938,15147,Downtown (includes Golden Triangle & Lower Hill),,9.938704572,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
